price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
1050,apartment,875,1,1,0,0,0,0,0,0,laundry in bldg,street parking,ny
950,apartment,840,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,ny
983,apartment,1250,2,2,1,1,1,0,0,0,laundry on site,off-street parking,tx
1099,apartment,1456,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
1725,apartment,1352,3,2,1,1,0,1,0,0,w/d in unit,attached garage,mn
745,apartment,575,1,1,1,1,0,0,0,1,laundry in bldg,off-street parking,mt
1800,apartment,1800,3,1,1,1,0,0,0,0,w/d in unit,off-street parking,mn
1815,apartment,995,3,2,0,0,1,0,0,0,laundry on site,off-street parking,ca
2632,apartment,700,1,1,1,1,0,0,1,0,w/d in unit,attached garage,wa
1370,apartment,1168,2,2,1,1,0,0,0,0,w/d in unit,attached garage,id
1260,apartment,830,1,1,1,1,0,0,0,0,laundry in bldg,detached garage,ks
2200,apartment,2800,4,2.5,0,0,1,0,0,0,w/d hookups,attached garage,sc
500,apartment,575,1,1,0,0,0,0,0,0,no laundry on site,off-street parking,la
895,apartment,650,1,1,0,0,0,0,0,0,laundry on site,off-street parking,ny
1555,apartment,2189,3,3.5,1,1,0,0,0,0,w/d in unit,detached garage,id
1900,apartment,700,1,1,0,0,1,0,0,0,no laundry on site,street parking,nj
4145,apartment,1365,3,2.5,1,1,0,0,0,0,w/d in unit,street parking,ca
900,apartment,750,1,1,1,1,1,1,0,0,laundry in bldg,detached garage,mn
2475,apartment,1580,3,3,1,1,1,0,0,0,w/d in unit,attached garage,fl
935,apartment,650,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,wa
665,apartment,700,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
749,apartment,750,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ms
840,apartment,510,1,1,0,0,0,0,0,1,laundry in bldg,off-street parking,co
1487,apartment,987,2,2,1,1,1,0,0,0,w/d in unit,carport,tx
839,apartment,1063,2,1.5,1,1,1,1,0,0,laundry on site,off-street parking,al
600,apartment,850,3,1,1,1,1,0,0,0,w/d hookups,off-street parking,ks
1459,apartment,1110,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,fl
1310,apartment,788,2,1,1,1,1,0,0,0,w/d in unit,no parking,wa
1135,apartment,1070,2,2,1,1,0,1,0,0,laundry in bldg,attached garage,wi
745,apartment,924,2,1,1,1,1,0,0,0,laundry in bldg,street parking,in
875,apartment,857,2,1,1,1,1,0,0,0,w/d hookups,detached garage,id
600,apartment,750,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,mi
660,apartment,763,2,1,1,1,1,0,0,0,laundry on site,off-street parking,ok
2300,apartment,1410,4,2,1,1,1,1,0,1,w/d in unit,off-street parking,ca
1700,apartment,1000,2,1.5,0,0,1,0,0,0,w/d in unit,off-street parking,nj
2195,apartment,847,1,1,1,1,1,0,1,0,w/d in unit,detached garage,ca
688,apartment,778,2,1,1,1,0,0,0,0,w/d in unit,street parking,tx
925,apartment,1100,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,ny
1589,apartment,950,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,mi
1355,apartment,1099,2,2,1,1,1,0,0,0,laundry on site,carport,tx
650,apartment,800,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,oh
770,apartment,720,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1150,apartment,981,4,1,1,1,1,0,0,0,w/d hookups,off-street parking,ct
1220,apartment,780,2,1,0,0,0,0,0,0,no laundry on site,street parking,ct
2100,apartment,1150,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ny
1900,apartment,1050,2,2,1,1,1,0,0,0,w/d in unit,attached garage,fl
1449,apartment,1606,3,3,1,1,0,1,0,0,w/d in unit,attached garage,nc
725,apartment,800,2,1,0,0,0,0,0,0,laundry in bldg,detached garage,mn
950,apartment,745,1,1,0,0,0,0,0,1,laundry in bldg,off-street parking,ny
750,apartment,642,1,1,0,0,1,0,0,0,laundry on site,off-street parking,id
2580,apartment,2580,0,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ma
1495,apartment,1300,3,2.5,0,0,0,0,0,0,w/d hookups,attached garage,id
659,apartment,1150,1,1,1,1,1,1,0,1,w/d in unit,attached garage,tx
1500,apartment,750,1,1,1,1,0,0,0,1,laundry on site,attached garage,ny
885,apartment,800,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,mi
1700,apartment,1207,2,2,1,1,0,0,0,0,w/d in unit,attached garage,mn
2780,apartment,750,2,1,0,0,0,0,0,1,w/d in unit,carport,ca
1348,apartment,1323,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,ga
2541,apartment,848,2,1,1,1,0,0,0,0,w/d in unit,attached garage,wa
920,apartment,754,1,1,1,1,1,0,0,0,w/d in unit,carport,az
1461,apartment,1168,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,va
999,apartment,996,2,2,1,1,0,1,0,0,w/d hookups,off-street parking,tx
925,apartment,750,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,mn
1639,apartment,758,2,1,1,1,0,0,0,0,w/d in unit,off-street parking,wa
2369,apartment,646,1,1,1,0,1,0,0,0,laundry in bldg,attached garage,ca
1250,apartment,775,1,1,0,0,1,0,0,0,laundry in bldg,attached garage,md
1550,apartment,700,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,tn
1338,apartment,768,1,1,1,1,0,0,0,0,w/d in unit,attached garage,ny
999,apartment,1000,2,2,1,1,0,1,0,0,w/d hookups,off-street parking,ga
1075,apartment,600,1,1,1,1,1,0,0,0,laundry on site,street parking,la
849,apartment,1056,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
1340,apartment,755,1,1,1,1,1,1,0,0,w/d in unit,carport,ca
2290,apartment,1180,2,2,1,1,0,1,0,1,w/d in unit,attached garage,wi
1240,apartment,831,1,1,1,1,0,1,0,1,w/d in unit,off-street parking,ny
740,apartment,700,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,il
849,apartment,1024,2,1.5,1,1,0,0,0,0,w/d hookups,off-street parking,tn
1295,apartment,900,2,1,0,0,0,1,0,1,laundry in bldg,street parking,oh
1555,apartment,921,1,1,1,1,1,0,0,0,w/d in unit,attached garage,fl
1279,apartment,800,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,md
900,apartment,1586,3,2,1,1,0,1,1,0,w/d in unit,attached garage,fl
1355,apartment,708,1,1,1,1,0,0,0,0,w/d in unit,attached garage,sc
1115,apartment,1450,3,2,1,1,1,0,1,0,w/d hookups,off-street parking,nc
1000,apartment,1200,3,2,1,1,0,0,0,0,w/d in unit,detached garage,il
625,apartment,525,2,1,0,0,1,0,0,0,laundry on site,off-street parking,tx
4500,apartment,1947,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,sc
1100,apartment,900,1,1,1,1,1,0,0,0,w/d in unit,street parking,va
950,apartment,1000,2,1,0,0,0,0,0,0,laundry on site,off-street parking,ny
1095,apartment,900,2,1,1,0,0,0,0,0,w/d hookups,off-street parking,nm
1983,apartment,1099,2,2,1,1,0,0,0,0,w/d in unit,attached garage,sc
790,apartment,750,1,1,0,1,0,0,0,0,laundry on site,off-street parking,pa
1200,apartment,1750,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,ok
1195,apartment,1012,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,or
995,apartment,850,2,1,1,0,1,0,0,0,laundry in bldg,off-street parking,ny
1240,apartment,700,2,1,0,1,1,0,0,0,no laundry on site,street parking,tn
575,apartment,850,2,1,0,0,0,0,0,0,w/d hookups,street parking,pa
680,apartment,800,2,1,1,1,1,0,0,0,laundry on site,off-street parking,tn
865,apartment,694,1,1,1,1,1,1,0,0,w/d in unit,off-street parking,oh
2385,apartment,1492,3,2.5,1,0,1,0,0,0,w/d in unit,attached garage,ca
1200,apartment,1000,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ma
1925,apartment,947,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,hi
1600,apartment,2189,3,3.5,1,1,0,0,0,0,w/d in unit,detached garage,id
3602,apartment,1267,3,2,1,1,0,1,1,0,w/d in unit,detached garage,ca
794,apartment,839,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,nm
2320,apartment,936,2,2,1,1,0,0,0,0,w/d in unit,carport,ca
725,apartment,957,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,la
695,apartment,950,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1387,apartment,523,0,1,1,1,1,0,0,0,w/d in unit,attached garage,tn
1625,apartment,600,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ma
2850,apartment,1500,2,1.5,0,1,0,0,0,0,w/d in unit,off-street parking,co
650,apartment,954,2,1,0,0,1,0,0,0,laundry on site,carport,ca
2950,apartment,550,1,1,0,0,0,1,0,1,laundry on site,detached garage,ca
1140,apartment,1080,1,1,1,0,1,0,0,0,laundry on site,off-street parking,pa
845,apartment,723,1,1,1,0,1,0,0,0,laundry in bldg,detached garage,sd
808,apartment,750,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,oh
825,apartment,650,1,1,0,0,0,0,0,0,laundry on site,off-street parking,co
1465,apartment,1000,2,1,1,1,1,0,0,0,laundry on site,carport,ca
1035,apartment,949,2,1.5,1,1,1,0,0,0,laundry in bldg,detached garage,mi
1350,apartment,1219,3,2,1,1,0,0,0,0,w/d hookups,off-street parking,sd
895,apartment,844,2,1,1,1,1,0,0,0,laundry on site,off-street parking,fl
1105,apartment,680,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ak
2145,apartment,800,2,1,1,1,0,1,0,0,laundry in bldg,off-street parking,wa
1185,apartment,1050,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,pa
1900,apartment,1200,3,2,0,0,0,0,0,0,w/d in unit,attached garage,ca
695,apartment,600,1,1,1,1,1,0,0,0,laundry in bldg,street parking,ne
895,apartment,900,2,1,0,0,1,0,0,0,laundry in bldg,attached garage,oh
1795,apartment,850,2,1,1,1,1,0,0,0,laundry in bldg,attached garage,fl
2300,apartment,1000,3,1,1,0,1,0,0,0,w/d in unit,off-street parking,sc
769,apartment,600,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ky
1050,apartment,900,2,1,0,0,1,1,0,0,laundry on site,off-street parking,ca
1399,apartment,1000,2,1,1,1,0,0,0,0,w/d in unit,carport,il
1345,apartment,619,1,1,1,1,0,1,0,0,w/d in unit,attached garage,mn
847,apartment,800,2,1,1,1,1,0,0,0,w/d hookups,carport,tx
765,apartment,718,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,tn
900,apartment,570,1,1,1,0,0,0,0,0,no laundry on site,carport,ri
945,apartment,850,2,1,1,1,1,1,0,0,w/d in unit,off-street parking,oh
600,apartment,750,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,il
888,apartment,900,2,1,1,1,0,1,0,0,w/d in unit,attached garage,ak
1100,apartment,1000,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,tn
485,apartment,650,1,1,0,0,0,0,0,0,no laundry on site,off-street parking,tn
1030,apartment,720,1,1,1,1,1,0,0,0,w/d in unit,carport,tx
978,apartment,638,1,1,1,1,1,0,0,0,w/d hookups,carport,tx
1500,apartment,1100,4,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
2800,apartment,850,2,1,1,1,0,0,0,0,laundry in bldg,street parking,ma
2425,apartment,760,1,1,1,1,0,1,0,0,w/d in unit,attached garage,il
1250,apartment,1500,3,2.5,1,1,0,0,0,0,w/d hookups,carport,ut
1049,apartment,829,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ut
1200,apartment,1160,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
690,apartment,982,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,mi
779,apartment,1132,1,1,1,1,1,0,0,0,w/d hookups,street parking,ms
1895,apartment,958,2,1,1,0,0,0,0,0,w/d hookups,off-street parking,nj
645,apartment,760,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,oh
831,apartment,1044,2,1,1,1,1,0,0,0,w/d hookups,street parking,ga
743,apartment,770,1,1,1,1,1,0,0,1,w/d in unit,off-street parking,ks
1095,apartment,1100,3,1,0,0,0,0,0,0,w/d hookups,off-street parking,or
1999,apartment,905,2,2,1,1,0,0,0,0,w/d in unit,attached garage,co
1007,apartment,998,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,fl
785,apartment,950,1,1,0,0,0,0,0,0,laundry on site,off-street parking,oh
1762,apartment,955,2,2,1,1,1,0,0,0,w/d hookups,carport,ca
3200,apartment,1285,2,1.5,0,0,0,0,0,0,w/d in unit,detached garage,ca
760,apartment,835,1,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1372,apartment,1200,3,1.5,1,1,1,0,0,0,laundry on site,off-street parking,va
3077,apartment,1221,2,2,1,1,0,0,1,0,w/d in unit,attached garage,wa
1850,apartment,1164,2,2,1,1,1,0,0,1,laundry in bldg,attached garage,la
1155,apartment,1663,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,la
1265,apartment,618,0,1,1,1,0,0,0,0,w/d in unit,off-street parking,ga
800,apartment,750,1,1,0,0,1,0,0,0,w/d hookups,off-street parking,pa
1790,apartment,1027,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,pa
1750,apartment,515,1,1,0,0,1,0,0,0,laundry on site,off-street parking,ca
1300,apartment,1600,3,1,0,0,0,0,0,0,w/d hookups,attached garage,ny
800,apartment,850,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,nm
1295,apartment,741,1,1,1,1,1,0,0,0,w/d in unit,detached garage,co
785,apartment,775,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,al
815,apartment,995,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,mi
900,apartment,803,2,2,1,1,1,1,0,0,w/d in unit,off-street parking,la
550,apartment,550,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,mi
1290,apartment,676,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,ri
978,apartment,805,1,1,1,1,1,0,0,0,w/d in unit,carport,il
1395,apartment,930,2,1,1,1,1,0,0,0,w/d in unit,carport,az
1050,apartment,800,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,ak
2195,apartment,1025,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ri
1349,apartment,865,2,2,1,1,0,1,0,0,w/d in unit,detached garage,va
956,apartment,650,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,fl
825,apartment,765,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,wi
3000,apartment,1000,3,3,0,0,0,0,0,0,no laundry on site,off-street parking,ca
976,apartment,976,2,1.5,1,1,1,0,0,0,laundry in bldg,carport,mi
1345,apartment,704,0,1,1,1,0,0,0,0,w/d in unit,detached garage,sc
1419,apartment,984,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,fl
2005,apartment,774,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ny
675,apartment,825,2,0,1,0,0,0,0,0,laundry on site,off-street parking,az
1780,apartment,1161,2,2,1,1,0,1,0,0,w/d in unit,attached garage,co
550,apartment,550,1,1,1,1,1,0,0,0,w/d in unit,carport,tx
850,apartment,850,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,co
1425,apartment,1136,3,2,1,1,1,1,0,0,w/d hookups,attached garage,ca
1495,apartment,1400,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,va
850,apartment,775,2,1,0,0,1,0,0,0,laundry on site,detached garage,mn
828,apartment,883,2,1,1,1,0,0,0,0,w/d in unit,carport,ks
1106,apartment,773,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,sc
1250,apartment,960,2,1.5,1,1,0,0,0,0,laundry on site,off-street parking,or
599,apartment,1600,3,3,0,0,0,0,0,1,w/d in unit,off-street parking,wv
1005,apartment,1002,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,md
1900,apartment,1820,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,ny
975,apartment,900,2,1,1,1,1,0,0,0,w/d in unit,carport,nm
990,apartment,743,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,pa
1529,apartment,1139,2,2,1,1,0,0,0,1,w/d in unit,off-street parking,in
1314,apartment,993,1,1.5,1,1,1,0,0,0,w/d in unit,attached garage,sc
2200,apartment,1314,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,ny
980,apartment,690,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,mn
815,apartment,576,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,oh
7000,apartment,1819,3,2,1,1,0,1,1,1,w/d in unit,detached garage,ca
1050,apartment,600,2,1,1,1,0,0,0,0,laundry on site,off-street parking,ny
2500,apartment,1536,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,sc
850,apartment,888,2,1,0,0,0,0,0,0,laundry on site,off-street parking,co
600,apartment,750,1,0,1,0,0,0,0,0,w/d hookups,street parking,ny
1310,apartment,800,2,1,0,1,0,0,0,0,no laundry on site,off-street parking,ca
1700,apartment,1508,2,2,1,1,1,0,0,0,w/d in unit,attached garage,nv
1085,apartment,1325,2,2,1,0,1,0,0,0,w/d in unit,carport,az
1049,apartment,725,1,1,1,1,1,0,0,0,laundry on site,off-street parking,fl
1005,apartment,868,2,2,1,1,1,0,0,0,laundry on site,off-street parking,az
1275,apartment,639,1,1,0,0,0,0,0,0,w/d in unit,attached garage,ia
1270,apartment,1163,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,fl
900,apartment,838,2,1,0,0,1,0,0,0,w/d hookups,carport,az
830,apartment,750,1,1,1,1,0,0,0,0,laundry on site,off-street parking,tx
775,apartment,700,1,1,0,0,0,0,0,0,laundry on site,off-street parking,wa
1269,apartment,865,2,2,1,1,0,1,0,0,w/d in unit,detached garage,va
1310,apartment,1200,3,2,1,1,1,0,0,0,laundry on site,off-street parking,wi
1075,apartment,615,1,1,0,0,0,0,0,0,laundry in bldg,street parking,or
720,apartment,540,1,1,1,1,1,0,0,0,laundry in bldg,carport,mi
2850,apartment,1050,2,1,0,0,0,0,0,0,laundry on site,attached garage,ca
945,apartment,1068,3,3,1,1,1,0,0,0,w/d hookups,off-street parking,ar
1000,apartment,775,2,1,1,1,0,0,0,0,w/d hookups,off-street parking,me
700,apartment,1000,1,1,1,0,0,0,0,0,no laundry on site,street parking,ny
1730,apartment,658,1,1,1,1,1,0,0,0,w/d in unit,detached garage,tx
1029,apartment,1007,2,2,1,1,1,0,0,0,laundry in bldg,carport,mi
760,apartment,664,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ar
1430,apartment,962,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1500,apartment,777,1,1,1,1,1,1,0,0,w/d in unit,off-street parking,ri
650,apartment,1000,3,1,0,0,0,0,0,0,no laundry on site,off-street parking,ny
750,apartment,650,1,1,0,0,1,0,0,0,no laundry on site,no parking,il
1595,apartment,920,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ri
600,apartment,1450,4,1,1,1,1,0,0,0,w/d hookups,attached garage,ia
870,apartment,963,2,1,1,1,1,0,0,0,laundry on site,off-street parking,fl
1650,apartment,715,1,1,1,1,1,0,0,0,w/d hookups,carport,ca
1200,apartment,800,0,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ny
1199,apartment,550,2,1,0,1,1,0,0,0,no laundry on site,off-street parking,or
850,apartment,650,1,1,0,0,0,0,0,0,laundry in bldg,street parking,co
2375,apartment,1140,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,hi
2125,apartment,999,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,ma
1925,apartment,794,1,1,1,1,0,1,0,0,w/d in unit,attached garage,il
1000,apartment,750,2,1,1,0,1,0,0,0,laundry on site,off-street parking,vt
1350,apartment,1000,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,in
919,apartment,908,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,tn
550,apartment,588,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
990,apartment,1000,2,1,0,0,0,0,0,1,laundry in bldg,attached garage,il
1200,apartment,960,2,1,1,0,0,0,0,0,w/d hookups,street parking,ct
775,apartment,750,1,1,0,0,0,0,0,0,w/d hookups,off-street parking,tn
650,apartment,1000,2,1,1,0,0,0,0,0,laundry in bldg,off-street parking,nd
1195,apartment,985,2,1,1,0,1,0,0,0,laundry in bldg,off-street parking,mn
895,apartment,1100,3,2,1,1,1,0,0,0,w/d hookups,off-street parking,id
1450,apartment,644,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,wa
1185,apartment,870,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ga
1380,apartment,780,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ri
1343,apartment,792,1,1,1,1,0,1,1,0,w/d in unit,detached garage,co
1015,apartment,815,2,2,1,1,0,1,0,1,w/d in unit,carport,az
675,apartment,650,1,1,0,0,1,0,0,0,no laundry on site,off-street parking,in
2799,apartment,1318,3,2,1,1,1,0,0,0,w/d in unit,detached garage,tx
1452,apartment,788,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1100,apartment,1133,3,2,0,0,0,0,0,0,w/d in unit,attached garage,ks
2300,apartment,2200,4,3,0,0,1,0,0,0,laundry in bldg,attached garage,ca
1200,apartment,948,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,tx
3120,apartment,882,2,2,1,1,0,1,0,0,w/d in unit,attached garage,dc
750,apartment,900,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,pa
1940,apartment,1000,2,2,0,0,1,0,0,0,w/d in unit,off-street parking,il
580,apartment,671,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,in
1109,apartment,1100,2,2,1,0,1,0,0,0,w/d in unit,off-street parking,pa
675,apartment,1200,2,1.5,1,0,1,0,0,0,laundry in bldg,carport,pa
1100,apartment,1200,1,1,0,0,0,0,0,0,laundry in bldg,street parking,co
1063,apartment,1150,2,2,1,1,1,0,0,0,laundry in bldg,carport,mi
2400,apartment,1586,2,2,1,1,1,0,0,0,w/d in unit,attached garage,sc
1010,apartment,1136,2,2,1,1,0,0,0,0,w/d hookups,street parking,nc
1590,apartment,1064,2,2,1,1,0,1,0,0,w/d in unit,off-street parking,va
850,apartment,563,1,1,1,1,1,0,0,0,laundry on site,off-street parking,co
1405,apartment,825,1,1,1,0,0,0,0,0,w/d in unit,off-street parking,co
1168,apartment,828,2,1,0,0,1,0,0,0,w/d hookups,carport,nv
650,apartment,850,0,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
2075,apartment,1468,3,2,0,0,0,0,0,0,w/d in unit,carport,il
2100,apartment,850,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,me
1450,apartment,1100,2,1.5,1,1,1,0,0,0,w/d in unit,attached garage,ca
600,apartment,1000,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,in
700,apartment,730,1,1,1,0,0,0,0,0,laundry on site,off-street parking,il
1595,apartment,1018,2,1,1,1,0,0,0,0,w/d in unit,attached garage,ny
725,apartment,644,0,1,0,1,1,0,0,0,w/d hookups,off-street parking,il
925,apartment,900,3,1,1,0,0,0,0,0,w/d in unit,off-street parking,va
1200,apartment,900,1,0,1,1,1,0,0,0,laundry on site,carport,ut
824,apartment,850,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,ia
1750,apartment,1100,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,co
855,apartment,1100,2,2,1,1,1,0,0,0,laundry in bldg,detached garage,tx
2475,apartment,700,3,1,0,0,1,0,0,1,laundry in bldg,off-street parking,mi
885,apartment,850,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,nc
1300,apartment,735,1,1,1,1,1,0,0,0,w/d in unit,carport,tx
400,apartment,750,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,tn
599,apartment,789,2,2,1,1,0,1,0,1,w/d in unit,off-street parking,la
875,apartment,1087,3,1,1,1,0,0,0,0,laundry on site,detached garage,sd
2305,apartment,601,1,1,1,1,1,0,0,0,laundry on site,detached garage,ca
1500,apartment,956,2,2,1,1,0,0,0,0,w/d in unit,street parking,fl
2000,apartment,789,2,2,1,1,0,1,1,0,w/d in unit,carport,ca
615,apartment,645,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ga
850,apartment,1100,3,2,1,1,1,0,0,0,w/d hookups,street parking,ok
1095,apartment,1000,2,2,0,0,1,0,0,0,laundry on site,carport,ca
1750,apartment,850,2,2,0,1,1,0,0,1,w/d in unit,carport,nc
600,apartment,1100,2,1,0,0,0,0,0,1,w/d in unit,off-street parking,tn
740,apartment,930,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,ok
805,apartment,625,2,1,1,0,1,0,0,0,laundry on site,off-street parking,az
1925,apartment,884,2,1,1,1,1,0,0,0,w/d in unit,carport,wa
775,apartment,650,1,1,1,1,1,0,0,0,laundry on site,off-street parking,tx
1250,apartment,1150,2,1.5,0,0,1,0,0,0,laundry in bldg,off-street parking,il
799,apartment,1005,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,al
1678,apartment,1095,2,2,1,1,0,0,0,0,w/d in unit,detached garage,co
809,apartment,900,2,1,1,1,1,0,0,0,laundry on site,off-street parking,ky
1150,apartment,900,2,1,1,1,1,0,0,0,w/d in unit,detached garage,va
945,apartment,665,1,1,1,1,0,1,0,0,laundry in bldg,off-street parking,ny
995,apartment,1102,2,2,1,1,1,0,0,0,w/d hookups,detached garage,sc
935,apartment,636,1,1,1,1,1,0,0,0,w/d in unit,street parking,ga
920,apartment,650,1,1,1,0,0,0,0,0,laundry in bldg,street parking,mn
1250,apartment,1089,2,2.5,0,0,1,0,0,0,w/d hookups,carport,ca
1850,apartment,1120,2,2,0,0,0,0,0,1,w/d in unit,attached garage,ak
1850,apartment,900,2,1,1,1,0,0,0,1,laundry on site,off-street parking,nc
725,apartment,700,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
795,apartment,1200,2,1.5,1,1,1,0,0,0,w/d hookups,street parking,nc
1294,apartment,1217,2,2,1,1,1,0,0,0,w/d hookups,carport,tx
599,apartment,846,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,tx
780,apartment,912,2,2,1,1,1,0,0,0,w/d in unit,carport,az
1249,apartment,925,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1675,apartment,1254,2,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,ny
868,apartment,860,2,1,1,1,0,0,0,0,w/d in unit,carport,mi
3195,apartment,1279,3,2,1,1,0,0,0,0,w/d in unit,attached garage,ca
1915,apartment,1165,2,2,1,1,0,0,0,0,w/d in unit,attached garage,mn
869,apartment,700,1,1,1,1,1,0,0,0,laundry on site,off-street parking,tn
1938,apartment,1620,2,2,1,1,1,1,0,0,w/d hookups,attached garage,ia
780,apartment,680,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ak
1200,apartment,810,2,2,1,1,1,0,0,0,laundry on site,carport,az
1180,apartment,600,1,1,0,0,0,0,0,0,laundry on site,street parking,ma
4500,apartment,1600,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,ma
1675,apartment,652,1,1,1,0,1,0,0,0,laundry in bldg,street parking,nj
2355,apartment,1012,2,2,1,1,0,0,0,0,w/d in unit,carport,ca
2000,apartment,1655,2,2.5,0,0,0,0,0,0,w/d in unit,attached garage,co
735,apartment,800,0,1,0,0,0,0,0,0,w/d hookups,off-street parking,ny
