price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
545,apartment,800,2,2,1,1,1,0,0,0,laundry on site,off-street parking,mo
750,apartment,1000,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ny
1170,apartment,1670,3,2,0,0,0,0,0,0,w/d in unit,off-street parking,pa
600,apartment,784,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,mo
800,apartment,650,1,1,1,1,0,0,0,0,laundry in bldg,street parking,in
625,apartment,800,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,tn
770,apartment,940,2,1,1,1,1,0,0,0,laundry on site,off-street parking,oh
1595,apartment,1043,2,1.5,1,1,0,0,0,0,w/d in unit,street parking,or
1080,apartment,1150,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1300,apartment,650,1,1,0,0,0,0,0,0,no laundry on site,off-street parking,ma
1125,apartment,975,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,de
1390,apartment,1149,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ga
830,apartment,1014,2,2,1,1,1,0,0,0,w/d in unit,detached garage,mn
945,apartment,1030,2,2,1,0,1,0,0,0,laundry on site,off-street parking,tx
950,apartment,1500,1,1,0,0,0,0,0,1,w/d in unit,off-street parking,vt
1650,apartment,861,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,ny
1357,apartment,1197,2,2,1,1,1,0,0,0,w/d in unit,carport,az
2600,apartment,1300,2,1,0,1,1,0,0,0,w/d in unit,street parking,ny
1500,apartment,1000,2,1.5,0,0,1,0,0,0,laundry in bldg,street parking,ny
1465,apartment,1000,2,1,0,0,1,0,0,0,laundry on site,off-street parking,wi
1385,apartment,710,1,1,1,1,1,0,0,0,w/d in unit,carport,ca
650,apartment,2500,5,2,0,0,0,0,0,0,laundry on site,off-street parking,nh
2080,apartment,1023,1,1,1,1,0,1,0,0,w/d in unit,attached garage,nj
850,apartment,967,3,1,0,0,0,0,0,0,w/d in unit,detached garage,il
1400,apartment,1000,4,1,0,0,1,0,0,0,laundry in bldg,street parking,ny
720,apartment,952,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,il
1881,apartment,685,1,1,1,1,0,1,1,0,w/d in unit,attached garage,or
875,apartment,750,2,1,0,0,1,0,0,0,w/d hookups,off-street parking,ct
1249,apartment,617,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,nh
680,apartment,850,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,pa
950,apartment,1188,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,la
1250,apartment,1400,2,2,1,1,0,0,0,1,w/d in unit,carport,oh
750,apartment,1200,2,2.5,0,0,1,0,0,0,w/d hookups,carport,tx
795,apartment,1500,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ne
1100,apartment,1000,2,1,1,1,1,0,0,0,w/d hookups,attached garage,wv
855,apartment,950,2,1,1,1,1,0,0,0,laundry on site,off-street parking,mi
1725,apartment,1199,2,2,1,1,0,0,0,0,laundry in bldg,off-street parking,nh
1025,apartment,1109,3,2,1,1,0,0,0,0,w/d in unit,carport,id
1740,apartment,1438,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,in
1255,apartment,1180,2,2,1,1,0,1,0,0,w/d in unit,detached garage,al
1215,apartment,1160,2,1,1,1,1,0,0,0,w/d in unit,carport,ca
1753,apartment,592,1,1,1,1,1,0,0,0,w/d in unit,attached garage,tx
1850,apartment,750,1,1,0,0,0,0,0,1,laundry in bldg,carport,co
1960,apartment,800,2,1,0,0,1,0,0,0,laundry on site,off-street parking,ca
950,apartment,900,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,fl
4406,apartment,1250,2,2,1,1,1,0,0,0,w/d in unit,attached garage,wa
909,apartment,1150,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1549,apartment,950,2,2,1,1,1,0,0,0,w/d in unit,carport,ut
2095,apartment,1800,1,1.5,1,1,1,0,0,0,w/d in unit,attached garage,nj
975,apartment,800,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,ct
1499,apartment,1000,1,1.5,1,0,0,0,0,1,laundry in bldg,off-street parking,fl
1285,apartment,715,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ct
1550,apartment,1122,2,2,1,0,1,0,0,0,w/d in unit,off-street parking,fl
1450,apartment,932,2,1,1,1,0,0,0,0,laundry on site,off-street parking,ri
1735,apartment,1150,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,pa
1270,apartment,1340,3,2,1,1,0,0,0,0,w/d in unit,carport,az
1125,apartment,716,1,0,1,1,1,0,0,0,w/d hookups,carport,tx
1250,apartment,1100,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,mt
875,apartment,650,2,2,1,1,0,0,0,0,laundry in bldg,off-street parking,in
1105,apartment,1219,3,2,1,1,1,0,0,0,laundry on site,off-street parking,il
1560,apartment,1189,2,2,1,1,0,0,0,0,w/d in unit,detached garage,tx
900,apartment,680,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
750,apartment,575,1,1,0,0,1,0,0,0,no laundry on site,street parking,pa
459,apartment,1152,3,2,1,1,0,0,0,0,laundry on site,off-street parking,ne
1884,apartment,922,0,1,1,1,0,0,0,0,w/d in unit,carport,ca
1495,apartment,700,2,1,1,0,1,0,0,0,w/d in unit,off-street parking,md
1700,apartment,900,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
1150,apartment,960,2,2,1,1,1,0,0,0,laundry on site,street parking,fl
765,apartment,576,1,1,0,0,0,0,0,0,laundry on site,off-street parking,wa
1225,apartment,938,2,2,1,1,0,0,0,0,w/d in unit,carport,or
930,apartment,750,1,1,1,1,1,0,0,0,laundry on site,off-street parking,tn
1970,apartment,732,1,1,1,1,1,1,0,0,w/d in unit,detached garage,ca
595,apartment,900,2,1,1,1,0,0,0,0,laundry on site,off-street parking,tx
575,apartment,650,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,nd
995,apartment,1000,2,1,1,0,1,0,0,0,no laundry on site,off-street parking,mi
1380,apartment,775,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,vt
975,apartment,1400,2,2,1,1,1,0,0,0,w/d in unit,detached garage,wi
400,apartment,1600,4,2,1,1,1,0,0,0,w/d in unit,off-street parking,mi
2133,apartment,615,1,1,1,1,0,0,0,0,w/d in unit,attached garage,wa
2550,apartment,738,1,1,1,0,0,0,0,0,w/d in unit,no parking,nj
750,apartment,880,2,1,0,0,0,0,0,0,laundry in bldg,attached garage,nd
985,apartment,974,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,pa
1774,apartment,1300,2,2,1,1,1,0,0,0,w/d in unit,detached garage,mi
1275,apartment,1100,3,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mn
550,apartment,786,2,1,1,0,1,0,0,0,laundry on site,off-street parking,ne
875,apartment,1000,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,mt
1065,apartment,802,1,1,1,1,0,1,0,0,w/d hookups,off-street parking,nc
1279,apartment,728,1,1,1,1,1,1,0,0,w/d in unit,detached garage,oh
813,apartment,505,1,1,1,1,1,0,0,0,laundry on site,off-street parking,sc
1255,apartment,1135,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ga
850,apartment,620,1,1,0,0,1,0,0,0,laundry on site,carport,ca
1250,apartment,917,2,2,1,1,0,0,0,0,w/d hookups,off-street parking,ms
1900,apartment,1100,1,1,0,0,1,0,0,0,w/d in unit,off-street parking,ct
650,apartment,780,2,1,0,0,1,0,0,0,laundry in bldg,street parking,mn
1399,apartment,734,1,1,1,1,0,0,0,0,w/d in unit,attached garage,mi
2040,apartment,651,1,1,1,1,1,0,0,0,w/d in unit,detached garage,ca
1345,apartment,1008,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,co
750,apartment,771,2,1,1,1,0,0,0,0,laundry on site,carport,id
1137,apartment,1036,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,nc
1200,apartment,980,2,2,0,0,0,0,0,0,laundry in bldg,detached garage,mn
414,apartment,1352,3,2,0,0,0,0,0,0,w/d hookups,off-street parking,ct
1700,apartment,1313,3,1,1,1,0,0,0,0,laundry on site,off-street parking,ct
800,apartment,961,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,nm
860,apartment,1120,2,2,1,1,1,0,0,0,laundry on site,off-street parking,fl
675,apartment,1200,2,1,1,0,1,0,0,0,laundry in bldg,street parking,pa
1400,apartment,1000,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,nh
1745,apartment,1127,3,2,1,1,0,0,0,0,w/d in unit,carport,ca
650,apartment,1000,2,1,1,0,0,0,1,0,laundry in bldg,street parking,mt
1640,apartment,1154,2,2,1,1,0,1,0,0,w/d in unit,attached garage,wa
999,apartment,700,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
795,apartment,800,2,1,1,1,0,0,0,0,w/d in unit,off-street parking,ia
2900,apartment,1300,3,2,1,1,1,1,0,0,w/d hookups,off-street parking,ca
2399,apartment,1203,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,ca
770,apartment,751,1,1,1,1,1,0,0,0,w/d in unit,detached garage,oh
1209,apartment,768,0,1,1,1,0,0,0,0,w/d in unit,off-street parking,sc
922,apartment,650,2,1,0,0,0,0,0,1,laundry in bldg,off-street parking,il
1116,apartment,1000,3,2,1,1,1,0,0,0,w/d hookups,street parking,ky
1036,apartment,1405,4,3,1,1,1,0,0,0,w/d in unit,carport,mi
1510,apartment,1431,3,2,1,1,0,0,0,0,w/d hookups,street parking,nc
829,apartment,820,2,2,0,0,1,0,0,0,laundry on site,carport,az
1400,apartment,956,2,1.5,1,1,1,0,0,0,w/d in unit,carport,ca
2108,apartment,1114,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ny
875,apartment,1100,2,1,1,0,1,0,0,0,w/d in unit,off-street parking,wv
1376,apartment,685,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,il
700,apartment,700,2,1,0,0,0,0,0,0,w/d in unit,off-street parking,wi
950,apartment,725,2,1,1,1,0,0,0,0,w/d in unit,street parking,id
1449,apartment,1038,2,2,1,1,1,0,0,0,w/d in unit,detached garage,oh
920,apartment,850,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,fl
1349,apartment,725,1,1,1,1,1,0,0,0,w/d in unit,attached garage,mn
900,apartment,1740,3,2,0,0,1,0,0,0,w/d in unit,off-street parking,co
875,apartment,750,1,1,1,1,1,1,0,0,laundry on site,off-street parking,fl
1095,apartment,800,2,1,1,0,1,0,0,0,laundry in bldg,off-street parking,mn
2950,apartment,1827,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,tn
1075,apartment,912,2,2,1,1,1,1,0,0,w/d in unit,carport,id
5622,apartment,1693,3,2,1,1,0,1,1,0,w/d in unit,attached garage,ca
1580,apartment,1325,2,2,1,1,1,0,0,0,w/d in unit,attached garage,tx
3120,apartment,1258,2,2,1,1,0,0,0,0,w/d in unit,detached garage,ca
925,apartment,750,1,1,1,0,0,0,0,0,laundry in bldg,off-street parking,ks
1700,apartment,1250,3,2,1,1,0,1,0,0,w/d in unit,attached garage,ny
1400,apartment,1700,3,2,1,1,0,0,0,0,no laundry on site,off-street parking,me
800,apartment,950,2,1,0,0,0,0,0,0,laundry in bldg,street parking,md
826,apartment,714,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,tn
1042,apartment,1200,2,2,1,1,1,0,0,0,laundry on site,off-street parking,fl
930,apartment,850,2,1.5,1,1,1,0,0,0,w/d in unit,carport,tx
1250,apartment,1200,3,1,0,0,0,0,0,0,w/d hookups,no parking,ri
1795,apartment,1092,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,co
975,apartment,815,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,ny
949,apartment,590,1,1,1,0,1,0,0,0,laundry in bldg,off-street parking,mn
930,apartment,1020,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,nc
799,apartment,900,2,1,1,1,1,0,0,0,laundry on site,off-street parking,ky
1645,apartment,1225,2,2,1,1,1,0,0,0,w/d in unit,attached garage,co
1795,apartment,750,1,1,1,1,1,0,0,0,laundry on site,carport,ca
1600,apartment,1400,2,1,1,1,1,0,0,0,laundry in bldg,street parking,il
885,apartment,930,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
1100,apartment,772,1,1,0,0,1,0,0,0,w/d in unit,street parking,nj
785,apartment,850,2,1,0,0,1,0,0,0,w/d hookups,street parking,mi
940,apartment,1200,2,2,1,0,0,0,0,0,w/d in unit,off-street parking,ia
995,apartment,950,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,fl
765,apartment,800,2,0,0,0,1,0,0,0,w/d hookups,street parking,tx
765,apartment,576,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1100,apartment,950,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,il
2335,apartment,853,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ca
1025,apartment,690,1,1,1,0,1,0,0,0,laundry on site,off-street parking,ny
2600,apartment,1200,3,2,1,1,1,0,0,0,laundry in bldg,street parking,il
910,apartment,784,2,1,1,1,1,0,0,0,w/d in unit,off-street parking,il
825,apartment,550,1,1,0,0,0,0,0,0,w/d hookups,off-street parking,ct
885,apartment,960,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
917,apartment,970,2,1,1,1,1,0,0,0,laundry in bldg,carport,mi
1395,apartment,1356,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,nc
1066,apartment,825,2,1,1,1,1,0,0,0,laundry on site,off-street parking,va
1050,apartment,860,2,1,1,0,0,0,0,0,w/d in unit,off-street parking,vt
1764,apartment,928,2,2,1,1,0,0,0,0,laundry on site,off-street parking,ca
995,apartment,600,1,1,1,1,0,0,0,1,laundry in bldg,off-street parking,oh
2400,apartment,1586,2,2,1,1,1,0,0,0,w/d in unit,attached garage,sc
2395,apartment,988,2,2.5,1,1,1,0,0,1,w/d in unit,carport,ca
1025,apartment,950,2,1,0,0,1,0,0,0,laundry on site,carport,ca
695,apartment,650,1,1,1,1,1,0,0,0,laundry on site,street parking,oh
742,apartment,800,2,2,1,1,0,0,0,0,w/d hookups,carport,az
1120,apartment,874,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,ga
1100,apartment,650,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,co
1500,apartment,735,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1499,apartment,950,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,co
1247,apartment,938,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,or
2368,apartment,950,2,2,1,1,0,0,0,0,laundry in bldg,off-street parking,ca
1250,apartment,940,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,pa
1095,apartment,1124,2,2,1,1,0,1,0,0,w/d in unit,carport,al
1485,apartment,734,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,vt
1232,apartment,1020,2,1,1,1,1,0,0,0,w/d in unit,detached garage,mi
795,apartment,900,3,1,0,0,1,0,0,0,no laundry on site,off-street parking,mi
570,apartment,600,1,1,0,0,0,0,0,1,laundry in bldg,detached garage,wy
899,apartment,1300,2,2,1,1,1,0,0,0,w/d in unit,detached garage,wi
1000,apartment,1000,3,1,1,1,0,0,0,0,w/d in unit,carport,mn
1600,apartment,720,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,ma
3246,apartment,1074,2,2,1,1,0,1,0,0,w/d in unit,carport,ca
1675,apartment,1850,3,2.5,0,0,0,0,0,0,w/d in unit,off-street parking,mt
1690,apartment,750,1,1,1,1,0,0,0,0,w/d in unit,carport,ca
843,apartment,1113,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,fl
1084,apartment,1089,2,2,1,1,1,0,0,0,laundry in bldg,carport,mi
975,apartment,675,2,1,0,0,0,0,0,0,laundry on site,off-street parking,wa
1600,apartment,1656,3,2.5,0,0,0,0,0,0,w/d hookups,off-street parking,la
1450,apartment,760,1,1,1,0,0,0,0,1,laundry on site,street parking,pa
1085,apartment,1350,3,1.5,1,1,1,0,0,0,w/d in unit,detached garage,oh
1400,apartment,1098,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,nv
1500,apartment,1500,2,1,0,1,0,0,0,0,w/d in unit,off-street parking,ny
1440,apartment,507,0,1,1,1,0,1,0,0,w/d in unit,attached garage,il
1995,apartment,1162,4,1,1,1,0,0,0,0,laundry in bldg,off-street parking,co
1169,apartment,874,1,1,1,1,1,0,0,0,w/d in unit,attached garage,wi
625,apartment,926,2,1,0,0,0,0,0,1,laundry in bldg,detached garage,il
835,apartment,676,1,1,0,0,0,0,0,0,laundry on site,carport,ca
1204,apartment,748,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,md
1400,apartment,1180,2,2,1,1,1,0,0,0,w/d in unit,carport,az
890,apartment,850,1,1,1,1,1,0,0,0,no laundry on site,street parking,il
1500,apartment,1700,3,2.5,1,1,1,1,0,1,w/d in unit,detached garage,wa
1095,apartment,800,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,or
1780,apartment,1200,2,2,0,0,0,0,0,0,w/d hookups,off-street parking,la
1300,apartment,820,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,pa
650,apartment,825,2,1,1,0,1,0,0,0,laundry on site,carport,oh
1640,apartment,902,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,co
1195,apartment,940,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,mt
1213,apartment,828,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,nj
1329,apartment,1068,2,2,1,1,1,0,0,0,w/d in unit,carport,wa
1405,apartment,926,2,2,0,0,0,1,0,0,w/d hookups,carport,ca
940,apartment,947,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,ia
1799,apartment,875,2,2,1,1,0,0,0,0,w/d in unit,street parking,or
1125,apartment,1268,2,1.5,0,0,0,0,0,0,w/d hookups,carport,or
1500,apartment,820,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,fl
650,apartment,800,1,1,1,1,0,0,0,0,no laundry on site,off-street parking,ny
1730,apartment,1131,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,nj
1295,apartment,1267,2,2,1,1,0,0,0,0,w/d in unit,attached garage,ia
592,apartment,750,2,1,0,0,1,0,0,0,laundry on site,off-street parking,mn
850,apartment,1120,3,2,0,0,1,0,0,0,w/d hookups,street parking,va
2220,apartment,1100,2,1.5,0,0,1,0,0,0,laundry on site,detached garage,ca
1140,apartment,950,2,1,1,0,1,0,0,0,w/d in unit,off-street parking,ny
750,apartment,576,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,fl
979,apartment,1007,2,2,1,1,1,0,0,0,laundry in bldg,carport,mi
1475,apartment,1092,2,2,0,0,0,0,0,0,w/d hookups,detached garage,ca
855,apartment,536,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,al
1130,apartment,1272,3,2,1,1,1,0,0,0,w/d in unit,off-street parking,md
850,apartment,525,2,1,1,1,0,0,0,0,no laundry on site,off-street parking,me
525,apartment,700,1,1,1,0,0,0,0,0,laundry in bldg,off-street parking,ne
1400,apartment,1048,1,1,1,1,0,1,0,0,w/d in unit,attached garage,mn
795,apartment,634,1,1,1,1,1,0,0,1,w/d in unit,off-street parking,la
1605,apartment,768,1,1,1,1,0,1,0,0,w/d in unit,attached garage,mn
974,apartment,900,2,2,1,1,1,0,0,0,laundry on site,off-street parking,nm
800,apartment,1170,2,2,0,0,0,0,0,0,w/d in unit,off-street parking,oh
1820,apartment,703,1,1,1,1,1,0,0,0,w/d in unit,off-street parking,nj
835,apartment,901,2,1,1,1,1,0,0,0,laundry on site,off-street parking,il
1195,apartment,809,1,1,1,1,0,0,0,0,w/d in unit,detached garage,sc
684,apartment,813,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,oh
1225,apartment,720,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,pa
1285,apartment,1250,2,2,0,0,1,0,0,0,w/d in unit,attached garage,wi
1249,apartment,725,1,1,1,1,1,0,0,0,w/d in unit,attached garage,la
1175,apartment,1105,2,2,1,1,1,0,0,0,w/d in unit,carport,az
970,apartment,1112,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,oh
1300,apartment,1500,3,2.5,0,0,1,0,0,0,w/d hookups,off-street parking,fl
951,apartment,675,1,1,1,1,1,0,0,0,laundry on site,off-street parking,va
850,apartment,725,1,1,0,0,1,0,0,0,w/d hookups,street parking,nh
2250,apartment,2000,3,2,0,0,0,0,0,0,w/d in unit,off-street parking,la
625,apartment,1023,2,1,0,0,1,0,0,0,no laundry on site,off-street parking,oh
1095,apartment,1124,2,2,1,1,0,1,0,0,w/d in unit,carport,al
1900,apartment,950,3,1,1,1,0,0,0,1,laundry in bldg,carport,ak
1995,apartment,1190,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,co
1000,apartment,1250,4,2,1,1,1,0,0,0,laundry on site,off-street parking,ks
1750,apartment,1035,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,vt
985,apartment,990,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,il
450,apartment,690,1,1,1,1,0,0,0,0,laundry on site,off-street parking,tx
1060,apartment,825,1,1.5,1,1,0,0,0,0,w/d hookups,off-street parking,tx
2350,apartment,1144,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,tx
1699,apartment,1041,2,2,1,1,1,0,0,0,w/d in unit,off-street parking,co
2831,apartment,1061,2,2,1,1,0,0,0,0,w/d in unit,detached garage,ca
1599,apartment,1287,2,1,0,0,0,0,0,0,laundry in bldg,off-street parking,wi
664,apartment,667,1,1,1,1,1,0,0,0,w/d hookups,off-street parking,ar
490,apartment,690,1,1,1,1,1,0,0,0,laundry on site,off-street parking,ok
1650,apartment,1500,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,nj
973,apartment,1035,2,2,1,1,1,0,0,0,w/d in unit,detached garage,mi
1305,apartment,928,2,1.5,1,1,0,1,0,0,w/d in unit,carport,or
1800,apartment,825,2,1,1,1,0,0,0,0,laundry in bldg,off-street parking,ma
1460,apartment,1044,2,2,1,1,0,0,0,0,w/d in unit,detached garage,sc
1800,apartment,1100,2,2,1,1,0,0,0,0,laundry on site,carport,ca
2106,apartment,772,1,1,1,0,1,0,0,0,w/d in unit,attached garage,ca
1285,apartment,1159,2,2,1,1,1,0,0,0,w/d in unit,attached garage,tx
1095,apartment,1124,2,2,1,1,0,1,0,0,w/d in unit,carport,al
1114,apartment,713,1,1,1,1,1,0,0,0,w/d in unit,detached garage,co
875,apartment,900,2,1,1,1,1,0,0,0,w/d hookups,off-street parking,ga
1295,apartment,950,2,1,0,0,1,0,0,0,w/d in unit,attached garage,or
829,apartment,850,1,1,1,1,1,0,0,0,laundry on site,off-street parking,tn
3750,apartment,875,2,2,1,0,0,0,0,0,w/d in unit,carport,ca
1510,apartment,731,2,2,0,1,1,0,0,0,w/d in unit,no parking,fl
899,apartment,1000,2,2,1,1,1,0,0,0,w/d in unit,carport,in
700,apartment,1000,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,ms
2600,apartment,1268,2,2,1,1,0,0,1,0,w/d in unit,off-street parking,ct
1299,apartment,1039,2,2,1,1,1,0,0,0,w/d hookups,carport,tx
1650,apartment,900,1,1,0,0,0,0,0,0,w/d in unit,carport,co
1284,apartment,1019,2,2,1,1,1,0,0,0,w/d hookups,detached garage,tx
2200,apartment,1000,3,1,0,1,0,0,0,1,laundry on site,off-street parking,wi
1650,apartment,1000,3,2,0,0,1,0,0,0,laundry in bldg,street parking,ct
1285,apartment,953,2,1,1,1,1,0,0,0,w/d in unit,carport,az
1400,apartment,1100,2,2,0,0,1,0,0,0,w/d in unit,off-street parking,il
3000,apartment,1000,3,2,0,0,0,0,0,1,laundry on site,off-street parking,mi
832,apartment,908,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ar
1503,apartment,1450,3,2,1,1,1,0,0,0,w/d in unit,carport,az
1000,apartment,780,1,1,0,1,0,0,0,0,w/d in unit,street parking,nc
895,apartment,851,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,mi
1018,apartment,850,2,2,1,1,1,0,0,0,laundry in bldg,off-street parking,az
1010,apartment,950,2,1,0,0,1,0,0,0,laundry on site,carport,ca
579,apartment,550,1,1,1,1,1,0,0,0,laundry on site,carport,az
1900,apartment,600,0,1,1,1,1,0,0,0,w/d in unit,attached garage,ky
2530,apartment,1022,2,2,1,1,0,0,0,0,w/d in unit,attached garage,ca
535,apartment,576,1,1,1,1,1,0,0,0,laundry on site,off-street parking,oh
845,apartment,850,1,1,1,1,0,0,0,1,w/d in unit,detached garage,ga
700,apartment,1200,3,1,1,1,1,1,1,1,laundry in bldg,attached garage,in
1600,apartment,1250,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ct
1042,apartment,657,2,1,1,1,1,0,0,1,laundry in bldg,off-street parking,or
1179,apartment,720,1,1,1,1,1,0,0,0,w/d in unit,no parking,fl
1489,apartment,1250,2,1.5,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
799,apartment,670,1,1,1,1,1,0,0,0,laundry on site,off-street parking,tx
2121,apartment,860,1,1,1,1,0,0,0,0,w/d in unit,carport,ca
800,apartment,700,2,1,1,0,1,0,0,0,laundry on site,carport,ca
540,apartment,920,2,1,0,0,1,0,0,0,laundry on site,off-street parking,ok
755,apartment,800,2,1,1,1,1,0,0,0,laundry in bldg,detached garage,ia
809,apartment,900,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ky
2505,apartment,825,2,1,1,1,0,0,0,0,w/d in unit,carport,ca
1145,apartment,1125,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,tn
1275,apartment,890,2,2,1,0,1,0,0,0,w/d in unit,off-street parking,nh
1200,apartment,668,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,or
1235,apartment,1000,2,2,1,1,1,0,0,0,laundry on site,off-street parking,tx
2495,apartment,1353,4,2,0,0,1,0,0,0,w/d in unit,off-street parking,ct
1175,apartment,1188,2,1,0,0,0,0,0,0,w/d hookups,off-street parking,mt
1325,apartment,1450,4,2,1,1,0,0,0,0,w/d in unit,off-street parking,nd
1354,apartment,1250,3,2,0,0,1,0,0,0,w/d hookups,off-street parking,fl
1295,apartment,1050,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,id
1400,apartment,840,2,1,0,0,0,0,0,0,laundry on site,street parking,wv
1730,apartment,1018,2,2,1,0,1,0,0,0,w/d in unit,carport,ca
2643,apartment,1097,2,2,0,0,1,1,0,0,w/d in unit,attached garage,dc
845,apartment,933,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,oh
1476,apartment,1200,2,2,1,1,1,0,0,0,w/d in unit,carport,ca
1150,apartment,928,2,2,1,1,0,0,0,0,w/d in unit,off-street parking,ks
575,apartment,1000,1,0,0,0,1,0,0,0,laundry in bldg,off-street parking,mn
715,apartment,600,1,0,0,0,1,0,0,0,laundry in bldg,off-street parking,wi
1210,apartment,618,0,1,1,1,0,0,0,0,w/d in unit,off-street parking,ga
782,apartment,908,2,2,1,1,1,0,0,0,w/d hookups,off-street parking,ar
2925,apartment,1700,3,2,1,0,0,0,0,0,laundry in bldg,off-street parking,ct
1275,apartment,640,1,1,1,0,0,0,0,0,laundry in bldg,street parking,or
800,apartment,987,2,2,0,0,1,0,0,0,w/d hookups,off-street parking,in
750,apartment,920,2,1,0,0,0,0,0,0,laundry on site,carport,ca
1474,apartment,1151,2,2,1,1,1,1,0,0,w/d in unit,attached garage,ny
2400,apartment,1142,3,2,1,1,0,0,0,0,w/d in unit,detached garage,co
